product_name,product_category,product_promo,product_price,quantity_sold,location
4pcs Waterproof Pet Shoes Boots Non-Slip Rain Shoes Dog Boots,Pet Clothing & Accessories,,₱73 - ₱98,321 sold,"Marilao, Bulacan"
⭐Hot⭐Dog dress for Female Pet Cat Puppy Floral Princess Skirt S-XL,Pet Clothing & Accessories,Any 2 enjoy 1% off,₱49 - ₱76,8.9K sold,Mainland China
Dog Cat Glasses Puppy Eyeglasses Cat Eye-wear Protection Sunglasses Pet Fashion Cute Cool photograph,Pet Clothing & Accessories,₱ 33 | 3.30 ONLY,₱33 - ₱39,5K sold,"Binondo, Metro Manila"
Adjustable Bowknot Cat Collar with Bells Necklace Buckle Small Dog Kitten Collars Pet Accessories,Pet Clothing & Accessories,Free Gift,₱62,12.6K sold,"Marilao, Bulacan"
4 Pieces Waterproof Dog Boots Shoes Puppy Candy Colors Non-Slip Rain Shoes Pet Boots,Pet Clothing & Accessories,Free Gift,₱73 - ₱98,19.8K sold,"Valenzuela City, Metro Manila"
Hipidog Pet Clothes Dog Sweater Cat Autumn And Winter New Warm Ins Cute Wind,Pet Clothing & Accessories,Free Gift,₱98 - ₱138,1.2K sold,Mainland China
Pet Clothes 3rd item,Pet Clothing & Accessories,,₱65 - ₱100,640 sold,"San Rafael, Bulacan"
Cat Recovery Suit Cat Clothes after Surgery,Pet Clothing & Accessories,₱ 98 | 3.30 ONLY,₱98 - ₱109,4.8K sold,"Valenzuela City, Metro Manila"
Super Lovely Dog Clothes Summer Pet Vest Comfortable Breathable French Bulldog Clothes Cool Clothes,Pet Clothing & Accessories,₱ 24 | 3.30 ONLY,₱24 - ₱39,27K sold,"Binondo, Metro Manila"
dog clothes dog jersey puppy clothes puppy jersey,Pet Clothing & Accessories,₱ 29 | 3.30 ONLY,₱29 - ₱88,52.5K sold,"Pasay City, Metro Manila"
Pet clothes dog cat vest Cartoon Pet Clothing Summer Shirt Casual Vests latest version of 2022,Pet Clothing & Accessories,,₱38 - ₱54,1.3K sold,"Paranaque City, Metro Manila"
